Text,Class
RGVhciBTaXIvTWFkYW0sDQpJIGFtIE1yLiBJYnJhaGltIEJhYWppIChTQU4pIC0gYW4gYXR0b3JuZXkgb2YgdGhlIFN1cHJlbWUgQ291cnQgb2YgTmlnZXJpYS4gSSBhbSB0aGUgcGVyc29uYWwgYXR0b3JuZXkgdG8gTXIuIEFsbGVuIFpvb2ssIGEgbmF0aW9uYWwgb2YgVW5pdGVkIFN0YXRlcywgd2hvIHdvcmtlZCB3aXRoIFNoZWxsIERldmVsb3BtZW50IENvbXBhbnkgb2YgTmlnZXJpYSBpbi1jaGFyZ2Ugb2YgY3J1ZGUgb2lsIGV4cGxvcmF0aW9uLCBoZXJlaW4gYWZ0ZXIgcmVmZXJyZWQgdG8gYXMgbXkgY2xpZW50LiBJIGNhbWUgdG8ga25vdyBhYm91dCB5b3UgaW4gbXkgcHJpdmF0ZSBzZWFyY2ggZm9yIGEgcmVsaWFibGUgcGVyc29uL2NvbXBhbnkgdG8gaGFuZGxlIGEgY29uZmlkZW50aWFsIHRyYW5zYWN0aW9uIG9uIG15IGJlaGFsZiBhbmQgbXkgY29sbGVhZ3Vlcy4gDQpPbiB0aGUgMjFzdCBvZiBPY3RvYmVyIDIwMDAsIG15IGNsaWVudCwgaGlzIHdpZmUgVmFsZXJpZSBhbmQgdGhlaXIgdHdvIGNoaWxkcmVuIChMYXJyeSBhbmQgRGFyZW4pIGRpZWQgaW4gYW4gYXV0byBjcmFzaCBvbiBvbmUgb2YgTmlnZXJpYW4gcm9hZHMuIFNpbmNlIHRoZW4gSSBoYXZlIG1hZGUgc2V2ZXJhbCBlbnF1aXJpZXMgdG8gdGhlIEVtYmFzc3kgdG8gbG9jYXRlIGFueSBvZiBteSBjbGllbnRzIGV4dGVuZGVkIHJlbGF0aXZlcyB3aXRob3V0IHN1Y2Nlc3MuIEFmdGVyIHNldmVyYWwgdW5zdWNjZXNzZnVsIGF0dGVtcHRzLCBJIGRlY2lkZWQgdG8gbG9vayBmb3Igc29tZWJvZHkgYWJyb2FkIHdobyBpcyByZWxpYWJsZSBhbmQgdHJ1c3R3b3J0aHkgSSB3aWxsIGZvcndhcmQgYXMgbmV4dCBvZiBraW4gdG8gcmVjZWl2ZSBoaXMgZnVuZCwgaGVuY2UgSSBjb250YWN0ZWQgeW91LiBJIGFtIGNvbnRhY3RpbmcgeW91IHRvIGFzc2lzdCBpbiBjbGFpbWluZyB0aGUgbW9uZXkgbGVmdCBiZWhpbmQgYnkgbXkgY2xpZW50IGJlZm9yZSB0aGUgYmFuayBjb25maXNjYXRlcyBvciBkZWNsYXJlIHRoZSBmdW5kIHVuc2VydmljZWFibGUuIFVudGlsIGhpcyBkZWF0aCwgbXkgY2xpZW50IGhhZCwgYW5kIG1haW50YWluZWQgYSBVUyBEb2xsYXIgY3VycmVuY3kgZGVwb3NpdCBhY2NvdW50IHdpdGggYSBjbG9zaW5nIGJhbGFuY2Ugb2YgVVMkMTkuNU0gKE5pbmV0ZWVuIE1pbGxpb24sIEZpdmUgSHVuZHJlZCBUaG91c2FuZCBVUyBEb2xsYXJzKSB3aXRoIGEgVHJ1c3QgQmFuayBpbiBOb3J0aCBBbWVyaWNhLCBhbmQgaGF2ZSB3cml0dGVuIHVzIHRvIHJlY292ZXIgYWxsIHN1Y2ggZG9ybWFudCBhbmQgdW5jbGFpbWVkIGFjY291bnRzIHRvIHJlaW52ZXN0IGl0IHdpdGggb3RoZXIgZnVuZHMgdGhyb3VnaCB0aGUgY2FwaXRhbCBtYXJrZXQsIGJ1dCB3ZSBoYXZlIGNsZXZlcmx5IHdyaXR0ZW4gYW5kIGFza2VkIHRoZW0gdG8gcmVsZWFzZSB0aGUgZnVuZCBiYXNlZCBvbiB0aGUgaW5zdHJ1Y3Rpb24gb2YgdGhlIG5leHQgb2Yga2luLiANCkl0IGlzIGZvciB0aGUgdXJnZW5jeSBvZiB0aGlzIGNsYWltIHRoYXQgSSB3cml0ZSB0byB5b3UgdG8gc3RhbmQgYW5kIHJlY2VpdmUgdGhlIG1vbmV5IGFzIE1yLiBBbGxlbidzIG5leHQgb2Yga2luIHNpbmNlIEkgaGF2ZSBmYWlsZWQgaW4gYXR0ZW1wdHMgaW4gbG9jYXRpbmcgdGhlIHJlbGF0aXZlcyBmb3Igb3ZlciAyIHllYXJzIG5vdy4gSSBzZWVrIHlvdXIgY29uc2VudCB0byBwcmVzZW50IHlvdSBhcyB0aGUgbmV4dCBvZiBraW4gb2YgdGhlIGRlY2Vhc2VkIHNpbmNlIEkgaGF2ZSBwZXJmZWN0bHkgcHJvY3VyZSBhbGwgdGhlIHZpdGFsIGRvY3VtZW50cyB0aGF0IHdvdWxkIGFpZCB0aGUgcmVsZWFzZSBvZiB0aGUgbW9uZXkgYW5kIGZvcndhcmQgaXQgZWl0aGVyIHRvIEV1cm9wZSBvciBBbWVyaWNhIHdoZXJlYnkgeW91IHdpbGwgcmVjZWl2ZSB0aGUgbW9uZXkuIEkgYW0gcHJlcGFyZWQgdG8gZGlzYnVyc2UgdGhlIG1vbmV5IGFtb25nIG91cnNlbHZlcyBpbiB0aGUgZm9sbG93aW5nIHJhdGlvOiBCZW5lZmljaWFyeS9uZXh0IG9mIGtpbiAzMCUsIDUlIGZvciBCYW5rIGFuZCBsZWdhbCBleHBlbnNlcywgd2hpbGUgbXkgY29sbGVhZ3VlIGFuZCBteXNlbGYgaW4gdGhlIGNoYW1iZXJzIHNoYWxsIGhhdmUgNjUlLiBJZiB0aGlzIHByb3Bvc2FsIGlzIGFjY2VwdGFibGUgdG8geW91IGFuZCB5b3UgZG8gbm90IGludGVuZCB0byB0YWtlIHVuZHVlIGFkdmFudGFnZSBvZiB0aGUgdHJ1c3Qgd2Ugc2hhbGwgYmVzdG93IG9uIHlvdSwgdGhlbiBraW5kbHkgcmVzcG9uZCBpbW1lZGlhdGVseSwgZnVybmlzaGluZyBtZSB3aXRoIHlvdXIgY29uZmlkZW50aWFsIHRlbGVwaG9uZSBhbmQgZmF4IG51bWJlcnMuIEkgaGF2ZSBhbGwgbmVjZXNzYXJ5IGxlZ2FsIGRvY3VtZW50cyBmb3IgdGhlIHJlbGVhc2Ugb2YgdGhlIGZ1bmQuIE9uIGluZGljYXRpbmcgeW91ciB3aWxsaW5nbmVzcywgSSBzaGFsbCBjb250YWN0IHlvdSBmb3IgdXMgdG8gd29yayBvdXQgdGhlIG1vZGFsaXRpZXMgZm9yIHlvdSB0byByZWNlaXZlIHRoZSBmdW5kcy4gDQpBbGwgSSByZXF1aXJlIGlzIHlvdXIgaG9uZXN0eSBhbmQgY28tb3BlcmF0aW9uLiBJIGd1YXJhbnRlZSB0aGF0IHRoaXMgd2lsbCBiZSBleGVjdXRlZCB1bmRlciBsZWdpdGltYXRlIGFycmFuZ2VtZW50cyB0aGF0IHdpbGwgcHJvdGVjdCB5b3UgZnJvbSBhbnkgYnJlYWNoIG9mIHRoZSBsYXcuICANCllvdXJzIGZhaXRoZnVsbHksDQpNUi4gSUJSQUhJTSBCQUFKSQ0KDQogICAg------=_NextPart_000_0096_2F62963C.2DCEB331--,1
"&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;=20<P>&nbsp;FROM:Dopp Bob.<BR>PHONE:(874)-762864167, <BR>FAX&nbsp;:(874)-762864168</P><P>'''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''='''''''''''''''''''''''''''<BR>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nb=sp; (URGENT AND CONFIDENTIAL)</P><P>RE:&nbsp; TRANSFER OF ($26,000.000.00USD}<BR>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; TWENTY SIX MILLIONDOLLARS</P><P>Dear Sir,</P><P>We want to transfer to overseasaccount&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<BR>($26,000.000.00 USD) Twenty six million United States Dollars) from aPrime Bank here in South Africa, I want to ask you, If you are not capable=to quietly look for a reliable and honest person who will be capable andfit to provide either an existing bank account or to set up a new Bank a/c=immediately to receive this money, even an empty a/c can serve to receivethis money, as long as you will remain honest to me till the end for thisimportant business trusting in you and believing in God that you will neve=rlet me down either now or in future.</P><P>I am the Auditor General of one of the prime bankshere in South Africa,=during the course of our auditing,I discovered a floating fund in anaccount opened in the bank in 1996 and since 1998 nobody has operated onthis account again,after going through some old files in the records Idiscovered that the owner of the account died without a [Heir/WILL] hencethe money is floating and if I do not remit this money<BR>out urgently itwill be forfeited for nothing. The owner of this account is PEDRO F. HASLE=Ra foreigner, a great industrialist and he died since 1998.Noother<BR>person knows about this account or any thing concerning it, theaccount has no other beneficiary and my investigation proved to me as well=that until his death he was the manager GOLD ARK [pty]. SA.</P><P>We will start the first transfer with Six million [$6,000.000] uponsuccessful transaction without any disappoint from your side, we shallre-apply for the<BR>payment of the remaining rest amount to youraccount.</P><P>The total amount involve is Twenty six million United States Dollarsonly [$26,000.000.00]. I want to first transfer $6,000.000.00 [Six million=United States<BR>Dollar] from this money into a safe foreigners accountabroad before the rest. But I don't know any foreigner, I am onlycontacting you as a foreigner because this money can not be approved to alocal person here, without valid international foreign<BR>passport, but ca=nonly be approved to any foreigner with valid international passport ordrivers license and foreign a/c&nbsp; because the money is in US dollarsand the former owner of the a/c is a foreigner too, and the money can only=be approved into foreign /c.</P><P>However, we will sign a binding agreement, to bind us together when wemeet face to face after the first transfer of $6 Million beforetransferring the second part of $20 Million. I am revealing this to youwith believe in God that you will never let me down in this business, youare the first and the only person that I am contacting for this business,so please reply urgently so that I will inform you the next step to takeurgently. Send also your private telephone and fax number including thefull details of the account to be used for the deposit.</P><P>I want us to meet face to face to build confidence and to sign a bindin=gagreement that will bind us together immediately after the first transferbefore we fly to<BR>your country for withdrawal, sharing andinvestments.</P><P>I need your full co-operation to make this work fine because themanagement is ready to approve this payment to any foreigner who hascorrect information<BR>of this account, which I will give to you upon your=positive response and once I am convinced that you are capable and willmeet up with instruction of&nbsp; a key<BR>bank official who is deeplyinvolved with me in this business. I need your strong assurance that youwill never, never let me down.</P><P>With my influence and my position in the bank the bank official cantransfer this money to any foreigner's reliable account that you canprovide with assurance<BR>that this money will be intact pending ourphysical arrival in your country for sharing. The bank official Willdestroy all documents of transaction immediately<BR>we receive this moneyleaving no trace to any place and to build confidence you can call me forheart to heart discussion through my private satellite phone<BR>which Isecured for the security and safety of this business as you know that this=business is confidential.I will use my position and influence to obtain al=llegal approvals for onward transfer of this money to your account withappropriate clearance from the relevant ministries and foreignexchange<BR>departments.</P><P>At the conclusion of this business, you will be given 35% of the totalamount, 60% will be for me, while 5% will be for expenses both partiesmight have incurred<BR>during the process of transferring.</P><P>I look forward to your earliest reply through my email<BR>address.</P><P>Yours truly<BR>Dopp Bob</P><P><BR>&nbsp;</P>=0A=0A<br>Get Your Free Email at <ahref=3D""http://www.al-islam.com"">www.al-islam.com</a>",1
H <hrod17@clintonemail.com >Saturday October 3 2009 1:25 PM'crowleypj@state.gov'; 'preines'cheryl.mills. 'pverveeRe: StatementI'm happy to have Melanne send it as letter to GOSL Ambassador and maybe UN Rep and only release to SL and relatedoutlets.,0
!?,0
"Thanks for your cooperation.Best Regards,Mr, Randy Bikom. 		---------------------------------On Yahoo!7  Check out PS Trixi - The hot new online adventure   		---------------------------------",1
"8:25 am ARRIVE State Department8:25 am PRESIDENTIAL DAILY BRIEFING8:30 am Secretary's Office8:30 am DAILY SMALL STAFF MEETING8:45 am Secretary's Office8:45 am DAILY SENIOR STAFF MEETING9:00 am Secretary's Conference Room9:00 am BREAKFAST w/ WOMEN ENTREPRENEURSHIP SUMMIT9:15 am ATTENDEES Benjamin Franldin Room 8"" Floor9:30 am BIWEEKLY MEETING w/MANAGEMENT TEAM10:00 am Deputy Secretary's Conference Room10:00 am WEEKLY MEETING w/UNDER SECRETARIES10:45 am Secretary's Conference Room11:15am PHONE CALL w/OAS SECRETARY GENERAL JOSE MIGUEL INSULZA11:30am Secretary's Office11:30 am OFFICE TIME2:00 pm Secretary's Office2:00 pm BILATERAL w/TUNISIAN FM KAMEL MORJANE2:30 pm Secretary's Conference Room *Camera spray in Treaty Room preceding.2:50 pm REMARKS TO THE ANNUAL IRAN WATCHERS CONFERENCE3:00 pm Delegates Lounge First Floor *Official photo.3:15 pm MEETING w/FAMILIES OF IRAN HIKERS3:30 pm Secretary's Office *Official photo.4:00 pm BILAT w/HONDURAN SEC' Y OF STATE FOR FOREIGN AFFAIRS MARIO4:30 pm CANAHUATI Secy's Conf. Room *Camera Spray in Treaty Room preceding.4:30 pm OFFICE TIME7:00 pm Secretary's Office7:05 pin DEPART State Department *En route Shiloh Baptist Church7:25 pm ARRIVE Shiloh Baptist Church7:30 pm COMMUNITY CELEBRATION OF LIFE FOR DR DOROTHY HEIGHT8:00 pm (t) Shiloh Baptist Church 1500 Ninth Street NW8:05 pm (t) DEPART Shiloh Baptist Church *En route Private Residence8:20 pm (t) ARRIVE Private Residence###",0
Ahmet,0
Happy Birthday! An early QDDR return. AM,0
Justin:Strobe's edits for WJC to see.cd mB6,0
Bill consulted further today and now feels comfortable on the Putin-Medvedev angle. So I was premature in raising it.Hu might go. Can't leave the tiger playing field to the Chinese.,0
Ok,0
"Dear Sir/Madam,I am conducting a standard process investigation on behalf of our Bank aninternational banking conglomerate. This investigation involves a clientand also the circumstances surrounding investments made by this clientwith ourBank.Our client died intestate and nominated no successor in title over theinvestments made with our bank. The essence of this communication with youis to request you provide us information/comment on this issue so that Icanuse my position in the bank to establish your eligibility to assume statusof successor in title to the deceased.You must appreciate that we are constrained from providing you with moredetailed information at this point.Please respond to this mail as soon as possible to afford us theopportunity to explain further details to you.Best Regards,Patrick Berger.",1
"Dear sir ,I am Mrs. Mrs. Grace Abba-Ganna, personal accountant to Late Chief Bola=20Ige(SAN) the Attorney General of the Federation and Minister of=20Justice, who wasrecently assassinated at his country home on the 23rd=20December, 2001 by assassins (May his gentle soul rest in peace) Amen.Before his death,he entrusted a certificate of deposit valued=20US$10,000,000 (United States Ten Million Dollars), with a security company =in=20Europe.He told me that this money was deposited for him by the Former=20Military Head of State Rtd. General Ibrahim Babangida to protect his=20interest not to appear at the Oputa panel for re-conciliation and human=20rights violation investigation commission headed by Rtd. Justice Chukwudife==20Oputa.My reason of contacting you is for both of us to join heads and handstogether to make claim over the US$10,000,000, as this money wasdeposited on my favour at the security company as instructed by the=20late Attorney General, to avoid trace of his name over accepting such gift==20or offer.His intention before his death was to contact a foreign partner who istrust worthy, capable of handling such huge amount of money and alsooperate a foreign account where the money will be deposited or paidinto waiting for his retirement. The reason is because our country lawstates that civil servants are not entitled to operate foreign=20accounts.As it is now, with your full co-operation both of us can make claimover the US$10,000,000, what is expected of you is:(a) Your full name and address=20(b) Your phone and fax number(c) Your International Passport or Drivers license and your readinessto appear at the security company to sign off the money to yourpersonal account.As soon as I confirm your interest, I will forward to you thecertificate of deposit, power of attorney/transfer which will give you=20legal backing to make claim over the money at the security company. I=20will also forward to you the contact particulars of the Security Company=20and letter of agreement between both of us over the security of my fund=20that will be in your custody.For accepting to help out 30% of the US$10,000,000 will be for you, 60%for me and 10% set aside for re-imbursement of expenses incurred bybothparties during the transaction.Awaiting your urgent response.Regards,Mrs. Grace Abba-Gannaalternate email gabbagana@yahoo.com=20---------------------------------------------------------------------------=--------This E-mail was sent through Albawaba E-mail. Get your own at mail.=albawaba.com=0A=0A---------------------------------------------------------=--------------------------=0AThis E-mail was sent through Albawaba E-mail. =Get your own at mail.albawaba.com=0A--25f2baccada04cfb13b6cd9831caf084-Boundary--",1
"FROM THE DESK OF Dr.Frank West.DIRECTOR INCHARGE OF AUDITING AND ACCOUNTING= UNIT,CONTINENTAL BANK OFBENIN,COTONOU-BENIN REPUBLICTEL:+229 97 07 27 91Attention My Dear,This is an official legal notice for an unclaimed fund left by Engr G.A Joh=nson, who died in a plan crash here in Benin on the 25th December 2003.I am= the director incharge of auditing and accounting unit of Continental Bank =of Benin. I discovered the sum of $12.5 Million left in the deceased accoun=t and the fund has been lying in as a suspence account,since no one has com=e up for claim.I hereby solicit for your immediate response and positive co=mmitted efforts to facilitate for the claim of this fund as the next of kin= to the deceased.Upon your positive response to this convenant, I will make= all necessary informations known to you, as I attached here the website of= the incident ,http://www.cnn.com/2003/WORLD/africa/12/26/benin.crash/index=.html.Yours SincerelyDr.Frank=20_________________________________________________________________Lancez des recherches en toute s=E9curit=E9 depuis n'importe quelle page We=b. T=E9l=E9chargez GRATUITEMENT Windows Live Toolbar aujourd'hui !http://toolbar.live.com=",1
FYI traffic from bottom up,0
"FROM THE DESK OF DR YUSUF SAMI.BILL AND EXCHANGE MANAGERFOREIGN REMITTANCE DEPT.BANK OF AFRICA(BOA)OUAGADOUGOU, BURKINA FASO.Dear friend ,I am the manager of bill and exchange at FOREIGN REMITTANCE DEPT.BANK OF AFRICA(BOA)I am writing, following the impressive information about you through one of my friends who runs a consultancy firm in your country. He assured me of your capability and releability to champion thisbusiness opportunity.In my department we discovered an abandoned sum of U.S$10m US dollars (Ten Million US dollars) in an account that belongs to one of our foreign customer who died along with his entire family on Monday,31 July, 2000,in a plane crash. Since we got information about his death, we have been expecting his next of kin to come over and claim his money because we cannot release it unlesssomebody applies for it as next of kin or relation to the deceased as indicated in our banking guidlines and laws but unfortunately we learnt that all his supposed next of kin or relation died alongside with him at the plane crash leaving nobody behind for the claim. It is therefore upon thisdiscovery that I and other officials in my department now decided to make this business proposal to you and release the money to you as the next of kin or relation to the deceased for safety and subsequent disbursement since nobody is coming for it and we don't want this money to go into thebank treasury as unclaimed bill. The banking law and guidline here stipulates that if such moneyremained unclaimed after four years, the money will be transfered into the bank treasury as unclaimed fund. The request of foreign as next of kin in this business is occassioned by the fact that the customer was a foreigner and a Burkinabe cannot stand as next of kin to a foreigner.We agree that 30% of this money will be for you as a foreign partner, in respect to the provision of a foreign account, 5% will be set aside for expenses incured during the business and 65% would be for me and my colleagues. There after I and my colleagues will visit your country for disbursement according to the percentages indicated.Therefore, to enable the immediate transfer of this fund to you as arranged, you must apply first to the bank as relation or next of kin of the deceased indicating your bank name, your bank account number, your private telephone and fax number for easy and effective communication and locationwherein the money will be remitted.Upon receipt of your reply, I will send to you by fax or e-mail the text of the application. I will not fail to bring to your notice that this transaction is risk-free and that you should not entertain any atom of fear as all required arrangements have been made for the transfer.You should contact me immediately as soon as you receive this letter for more explanations.Yours faithfully,DR YUSUF SAMI._________________________________________________________________D�couvrez Windows Live Messenger : le futur de MSN Messenger ! www.windowslivemessenger.fr",1
From=3AMrs Hassan=2E Attn=3AThe Managing Director Before I proceed=2C may I humbly introduce myself to your goodself=2C My Name is Mrs=2E Amina hassan=2C an Iraqi refugee =2Cmy husband was until recently=2C one of the personal aid to the president of Iraq who was formerly overthrown out of power by American Government =2E Prior to this last serious crisis that is still ravaging in my country=2Cwhich recently led to misfortune of our government and my late husband position as the personal aid to the president=2C we were able to come over here in Thailand =2Cwe inherited the sum of US$11 million=2EThe funds were originally gotten from my late husband proceeds=2E My late husband was able to safe guard the fund with a very good diplomatic contact from my Country=2E I have decided to contact you because I am interested in investing in your country which is investment friendly=2E Please kindly guide and assist me in making the right investment since I am also interested in buying a residential property as I will be moving my family over there as soon as every thing regarding technical and logictics details is worked out and ascertained to our respective satisfaction=2E In view of your participation=2CI am ready to give you a good negotiable percentage for your assistance=2Cor better still commit it into viable Joint venture projects=2Cbe assured that you stand no risk of any kind as the funds belong to me and my only survived son=2E As soon as I get your consent=2C we will quickly move this fund to your country for investment =2E I am here with my only surviving son Musa=2C I strongly believe that associating with you to embark on this and other business ventures will derive a huge success here after=2C please include you private contact telephone number and private e-mail when replying=2E Yours Sincerely=2E Mrs=2EAmina Hassan=2E ,1
Reminder,0
"      SEEKING FOR FINANCIAL INVESTMENT INFORMATION  Zimbabwe formerly Rhodesia under the colonial rule gained independence in 1981 under the nationalist struggle for independence led by Mr. Robert Mugabe and late Joshua Nkomo. Under the white rule and since independence the minority whites that owned most of the farmlands in Zimbabwe have dominated agriculture. The aborigines believe that they are still slaves in their own land if they continue to work the lands for their whites masters even after independence. Robert Mugabe as the black Moses who led his people to freedom has vowed to revoke ownership of the white owned farms and redistribute the lands to the landless blacks. This move he said is necessary to redress the imbalance of the colonial era. For the struggle for freedom, to affect this initiative the government has amended its land acquisition laws and policies last few months, which gave about 3000 white Zimbabwean farmers a 45-day quit notice to leave their lands to the government.  My family and I are caught up in this web of land politics, which also led to the death of our father. We have seen reforms after reforms by the government of Mugabe and we are fed up with it. Our economy is in shambles and it is just not profitable and safe enough for us to remain in Zimbabwe. We have decided to relocate our farm to Swaziland, a neighbouring country, where we have acquired lands. Our capital base is in South Africa where we are temporarily living pending such time logistics would be ready for full-scale operation in Swaziland. Bearing in mind that Mr. Thabo Mbeki (South African president) and his government are playing Russian roulette over the Zimbabwean land crisis, every effort has begun in earnest to move our capital base to a stable country where it can be safer.  With a capital base of US$25.5Million, there is a great deal of secrecy involved to avoid the piercing eyes and smelling noses of both the governments of Zimbabwe and South Africa. We are therefore contacting you so you can use a magnificent business technique to transfer this financial treasure out of South Africa. This money is presently deposited confidentially with A security Company here in South Africa. We mapped out 25% of the gross sum as due commission for your expected honest assistance in executing the successful transfer of this money out of South Africa, for our family investments. Please, email us immediately if you are interested, so we can discuss further while we hold this correspondence in the strictest confidence.  Thanks and God bless you. Yours truly, Evan Smith",1
FyiAbedin Huma <AbedinH@state.gov>Monday May 17 2010 9:58 PMFw: (AP) Extradition rumors close Jamaica businesses early,0
FYI,0
Perfect. See you next week.Jrn,0
Let's stick w the 2.,0
